"income","workclass","education","capital-gain","capital-loss","hours-per-week"
"<=50K","Private","Bachelors",0,0,40
"<=50K","State-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Some-college",0,1887,55
"<=50K","Private","11th",0,0,50
">50K","Private","HS-grad",0,0,65
"<=50K","Private","Some-college",0,0,38
"<=50K","Private","Some-college",0,0,40
"<=50K",,"Some-college",0,0,15
"<=50K",,"Some-college",0,0,3
">50K","Private","Bachelors",0,0,50
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Bachelors",0,0,55
"<=50K","Self-emp-not-inc","Bachelors",0,0,5
"<=50K","Private","HS-grad",0,0,44
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Federal-gov","Some-college",0,0,40
">50K","Private","HS-grad",0,0,50
">50K","Private","Some-college",0,0,35
"<=50K","Private","Some-college",0,0,23
">50K","Local-gov","9th",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Self-emp-inc","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","9th",0,0,35
"<=50K","Private","Some-college",0,1628,40
"<=50K","Private","Bachelors",0,0,43
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,43
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Prof-school",3781,0,16
">50K","Private","Some-college",8614,0,40
"<=50K","Private","HS-grad",0,0,80
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","Bachelors",5178,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","11th",0,0,45
">50K","Self-emp-not-inc","7th-8th",0,0,60
">50K","State-gov","Some-college",7688,0,38
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",1848,0,20
">50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","10th",0,0,40
">50K","Self-emp-not-inc","HS-grad",99999,0,35
"<=50K","State-gov","Bachelors",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,40
">50K","Private","HS-grad",99999,0,40
">50K","Private","HS-grad",0,0,50
"<=50K","Private","Prof-school",0,0,40
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K",,"Bachelors",0,0,40
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,38
">50K","Private","Bachelors",0,0,45
">50K","Local-gov","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,65
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,42
"<=50K",,"Some-college",0,0,36
"<=50K","Private","Bachelors",0,0,45
">50K","Private","Bachelors",0,0,44
">50K","Private","Assoc-voc",0,0,50
"<=50K","Private","Assoc-voc",0,0,48
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,35
">50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","HS-grad",0,0,35
"<=50K","Self-emp-not-inc","Masters",0,0,40
">50K","Private","7th-8th",0,0,40
">50K","Private","Masters",0,0,45
">50K","Private","Some-college",0,0,44
">50K","Private","HS-grad",7298,0,50
">50K","Local-gov","Masters",0,0,43
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","11th",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Doctorate",0,1977,30
"<=50K","Private","HS-grad",0,0,35
">50K","Self-emp-inc","Some-college",7298,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Bachelors",0,0,60
"<=50K","Private","HS-grad",3908,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,34
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,1741,60
">50K","Federal-gov","Masters",0,1902,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Local-gov","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"HS-grad",0,2206,10
"<=50K","Private","Some-college",3908,0,40
">50K","Private","Some-college",0,0,50
"<=50K","Private","HS-grad",0,0,32
"<=50K","Self-emp-not-inc","10th",0,0,60
"<=50K","State-gov","Some-college",0,1590,40
">50K","Private","Masters",0,1755,45
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",7298,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,65
">50K","Private","Bachelors",5178,0,40
">50K","State-gov","Doctorate",0,3683,20
"<=50K","Private","Bachelors",5013,0,45
">50K","Private","Bachelors",15024,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",7298,0,65
">50K","Private","Bachelors",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","11th",0,0,40
"<=50K","Private","9th",0,0,40
"<=50K",,"10th",0,0,40
"<=50K","Private","Masters",0,0,25
"<=50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",3464,0,40
"<=50K","Private","Some-college",0,0,10
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","10th",0,0,40
"<=50K","Private","5th-6th",0,0,40
"<=50K","Self-emp-inc","Some-college",0,0,80
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","1st-4th",0,0,45
">50K","State-gov","Bachelors",15024,0,40
"<=50K","Private","12th",0,0,48
">50K","Private","Prof-school",3103,0,30
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-inc","Masters",0,0,70
"<=50K","Private","Doctorate",0,0,99
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Federal-gov","Some-college",0,0,30
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","State-gov","Masters",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Bachelors",0,0,37
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-inc","Bachelors",0,0,55
"<=50K","Private","11th",0,0,40
"<=50K","Private","Bachelors",0,0,45
"<=50K","Private","Assoc-voc",0,0,38
"<=50K","Private","Some-college",0,0,60
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","11th",0,0,40
"<=50K","Federal-gov","Bachelors",5455,0,60
"<=50K","Private","HS-grad",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K",,"HS-grad",0,0,4
"<=50K","Private","11th",0,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K","Private","Assoc-voc",0,0,40
">50K","Self-emp-inc","HS-grad",99999,0,50
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","HS-grad",0,0,48
"<=50K","Private","Some-college",0,0,38
">50K","Self-emp-inc","Bachelors",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,25
"<=50K","Self-emp-inc","HS-grad",0,0,40
">50K","Federal-gov","Some-college",8614,0,55
"<=50K","Private","Bachelors",0,0,40
"<=50K",,"12th",0,0,35
">50K","Private","Bachelors",7298,0,40
"<=50K","Private","Masters",0,0,15
"<=50K","Private","7th-8th",0,0,30
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Local-gov","Assoc-voc",0,0,50
"<=50K","Private","Some-college",0,0,30
"<=50K","Private","Some-college",0,0,25
">50K","Private","Doctorate",99999,0,50
"<=50K","Private","12th",0,0,20
">50K","Private","Bachelors",0,0,50
">50K","Private","Some-college",0,0,40
"<=50K","Private","12th",0,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K","State-gov","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Self-emp-not-inc","Prof-school",0,0,50
"<=50K","Private","11th",0,0,30
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Assoc-voc",7298,0,40
">50K","Local-gov","Assoc-acdm",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Bachelors",0,0,35
">50K","State-gov","Some-college",0,1887,40
"<=50K","Private","Bachelors",0,0,55
"<=50K","State-gov","Some-college",0,0,15
"<=50K","Self-emp-not-inc","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,24
"<=50K","Private","Some-college",0,0,24
"<=50K","Self-emp-not-inc","Some-college",0,0,75
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","HS-grad",0,0,36
">50K","Federal-gov","Masters",0,0,60
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",3325,0,50
">50K","Federal-gov","Assoc-acdm",0,0,40
"<=50K","Private","Assoc-voc",0,0,30
">50K","Private","Some-college",0,0,40
">50K","Private","Prof-school",0,0,42
"<=50K","Private","HS-grad",0,0,30
">50K","State-gov","Doctorate",0,0,40
">50K","Self-emp-not-inc","Doctorate",14084,0,45
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,51
"<=50K","Self-emp-inc","Some-college",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,48
">50K","Private","Some-college",0,0,40
"<=50K","Private","12th",0,0,40
">50K","Self-emp-not-inc","Prof-school",0,0,65
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Masters",0,0,35
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,50
">50K","Self-emp-inc","Prof-school",0,0,50
"<=50K","Private","HS-grad",0,0,38
">50K","Private","Masters",7298,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,21
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-voc",0,0,60
">50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,18
">50K","Private","HS-grad",0,0,60
"<=50K","State-gov","Some-college",0,0,40
">50K","Private","HS-grad",0,0,45
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Masters",0,0,50
">50K","Private","Some-college",3103,0,50
">50K","Private","Assoc-acdm",0,1902,40
"<=50K","Private","Some-college",0,0,48
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","HS-grad",0,0,20
"<=50K","Self-emp-inc","Assoc-acdm",0,0,40
">50K","Private","Bachelors",7298,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,45
"<=50K","Private","12th",0,0,40
">50K","State-gov","Assoc-acdm",0,0,38
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",7688,0,38
"<=50K","Self-emp-not-inc","Masters",0,0,40
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","11th",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","State-gov","Masters",0,0,25
"<=50K","State-gov","HS-grad",3464,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","Some-college",0,0,60
"<=50K","Local-gov","Masters",0,0,40
">50K","Private","Doctorate",0,0,60
"<=50K","Private","HS-grad",0,2205,40
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","Some-college",0,0,30
"<=50K","Private","Masters",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,35
"<=50K","Private","Some-college",3325,0,40
"<=50K","Local-gov","HS-grad",0,0,40
">50K","Private","HS-grad",0,0,35
"<=50K","Local-gov","Some-college",4064,0,55
"<=50K","Private","Some-college",0,0,40
"<=50K","State-gov","Masters",0,0,50
"<=50K","Private","1st-4th",0,0,40
"<=50K",,"Some-college",0,0,48
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Local-gov","11th",0,0,15
"<=50K","State-gov","Doctorate",0,0,99
"<=50K","Private","10th",0,0,36
">50K","Federal-gov","Assoc-acdm",0,0,40
"<=50K","Private","Some-college",1506,0,45
"<=50K","Private","7th-8th",0,0,40
">50K","Private","Bachelors",0,1902,55
"<=50K",,"Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,24
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-inc","Bachelors",0,0,40
"<=50K","Local-gov","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,38
">50K","Private","Bachelors",0,0,40
"<=50K","Self-emp-inc","Bachelors",0,0,50
"<=50K","Private","10th",0,0,12
"<=50K","Private","Some-college",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,35
"<=50K","Private","Bachelors",0,0,40
"<=50K","Self-emp-not-inc","Bachelors",0,1762,40
"<=50K","Private","Some-college",0,0,32
">50K","Private","Some-college",0,0,40
"<=50K","Private","11th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,39
"<=50K","Private","11th",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Local-gov","Assoc-acdm",0,0,40
">50K","Self-emp-inc","Some-college",0,0,38
">50K","Private","Masters",0,0,50
"<=50K","Private","HS-grad",3908,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,37
"<=50K","Private","Masters",0,0,30
"<=50K","Private","Bachelors",0,0,20
"<=50K","Private","Assoc-voc",594,0,35
"<=50K","Private","Some-college",0,0,15
">50K","Private","Assoc-acdm",15024,0,40
"<=50K","Private","Some-college",0,0,41
"<=50K","Private","Some-college",0,0,6
"<=50K","Private","Masters",0,0,60
">50K","Private","Masters",0,0,38
">50K","Private","Assoc-voc",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","12th",0,0,30
"<=50K","State-gov","11th",0,0,40
"<=50K","Private","HS-grad",0,0,35
">50K","State-gov","Doctorate",0,0,50
"<=50K","Private","12th",0,0,7
">50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Assoc-acdm",0,0,35
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","10th",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","7th-8th",0,1594,24
">50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K",,"Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,70
"<=50K","Private","HS-grad",0,0,55
"<=50K","Private","Some-college",0,0,40
"<=50K",,"Prof-school",0,0,6
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,55
"<=50K","Federal-gov","Some-college",0,0,40
"<=50K","Private","7th-8th",0,0,40
"<=50K",,"HS-grad",0,0,25
"<=50K","Private","HS-grad",0,0,42
"<=50K","Self-emp-not-inc","HS-grad",3137,0,60
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",3411,0,47
"<=50K","Federal-gov","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,25
"<=50K","Private","Masters",0,0,35
"<=50K","Private","HS-grad",0,0,40
">50K","Federal-gov","Bachelors",0,0,40
"<=50K","Federal-gov","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","5th-6th",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",15024,0,60
">50K","Private","Bachelors",0,1977,40
">50K","Self-emp-inc","Some-college",0,0,80
"<=50K","Private","Assoc-acdm",0,0,37
">50K","Private","Some-college",0,0,40
">50K","Federal-gov","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,41
"<=50K","Private","10th",0,0,14
">50K","Private","Masters",0,1977,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","12th",0,0,40
"<=50K","Private","Some-college",0,0,43
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,30
"<=50K","Self-emp-not-inc","Assoc-voc",0,0,62
">50K","Private","Assoc-voc",7298,0,40
"<=50K","Private","Some-college",0,0,60
"<=50K","Private","11th",0,0,40
"<=50K","Private","Assoc-acdm",0,0,42
"<=50K","Local-gov","Masters",0,0,16
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",0,0,60
"<=50K","Private","Bachelors",0,1719,32
"<=50K","Private","Some-college",0,0,40
">50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",7430,0,45
"<=50K","Private","HS-grad",4386,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","Bachelors",0,0,50
">50K","Private","Bachelors",0,0,40
">50K","Self-emp-inc","HS-grad",0,0,36
"<=50K","Private","11th",0,0,40
">50K","Self-emp-not-inc","Bachelors",15024,0,55
"<=50K","Private","10th",0,0,24
"<=50K",,"11th",1797,0,40
">50K","Self-emp-not-inc","HS-grad",99999,0,40
"<=50K","Private","HS-grad",0,0,38
"<=50K","Private","10th",0,0,20
"<=50K","Self-emp-not-inc","Masters",0,0,65
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,48
"<=50K","Private","HS-grad",0,0,25
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","Some-college",0,0,40
">50K",,"Assoc-acdm",0,0,2
"<=50K",,"11th",0,0,40
">50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,38
">50K","Private","Bachelors",0,0,90
"<=50K","Private","11th",0,0,40
"<=50K","Private","10th",0,0,24
"<=50K","Private","HS-grad",0,0,50
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","Bachelors",6849,0,65
"<=50K","Private","HS-grad",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Some-college",0,0,55
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K",,"HS-grad",0,0,20
">50K","Private","Bachelors",0,1977,50
"<=50K","Private","HS-grad",1848,0,50
">50K","Self-emp-inc","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","11th",0,0,49
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,44
">50K","Self-emp-not-inc","Doctorate",20051,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,8
"<=50K","Private","Some-college",0,0,40
">50K","Federal-gov","Masters",0,0,50
"<=50K","Self-emp-not-inc","HS-grad",0,0,50
"<=50K","Private","HS-grad",0,0,52
"<=50K","Private","10th",0,0,25
">50K","Private","HS-grad",0,0,50
"<=50K","Private","Masters",0,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","Some-college",0,0,65
"<=50K","Private","11th",0,0,28
"<=50K","Private","Some-college",0,0,63
"<=50K","Private","HS-grad",0,0,28
"<=50K","Private","Some-college",0,0,16
"<=50K","Local-gov","Assoc-voc",4650,0,40
">50K","Private","Bachelors",0,0,60
">50K","Federal-gov","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","State-gov","Doctorate",7688,0,45
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","Bachelors",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","Some-college",0,0,40
">50K","Self-emp-inc","Some-college",0,0,40
"<=50K","Private","11th",0,0,20
"<=50K","Self-emp-not-inc","Some-college",0,0,3
">50K","Private","HS-grad",0,0,80
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","10th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",7298,0,42
">50K","Private","Assoc-voc",0,1977,50
">50K","Private","HS-grad",0,0,40
"<=50K",,"10th",0,0,8
">50K","Federal-gov","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,50
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-not-inc","10th",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",0,0,20
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
"<=50K",,"10th",1173,0,40
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","Assoc-voc",3137,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,25
"<=50K",,"HS-grad",0,0,42
"<=50K","Private","Some-college",0,0,40
">50K","Self-emp-not-inc","Prof-school",0,0,50
"<=50K","Private","Bachelors",0,0,50
"<=50K","Self-emp-not-inc","Doctorate",3781,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,50
"<=50K","State-gov","HS-grad",0,0,24
"<=50K","Private","Some-college",0,0,40
">50K","Private","Prof-school",15024,0,80
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,52
"<=50K","Private","HS-grad",0,0,10
">50K","Private","10th",0,0,40
">50K","Self-emp-inc","Masters",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-voc",0,0,49
"<=50K","Self-emp-inc","Assoc-acdm",0,0,25
"<=50K","Private","HS-grad",0,0,32
">50K","Self-emp-not-inc","Prof-school",0,0,30
"<=50K","Local-gov","Prof-school",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,1876,60
"<=50K","State-gov","HS-grad",0,0,44
"<=50K","Self-emp-not-inc","10th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","7th-8th",0,0,40
"<=50K","Private","12th",0,0,45
"<=50K","Private","11th",0,0,25
"<=50K",,"5th-6th",0,0,15
">50K",,"Assoc-acdm",0,0,2
"<=50K","Private","Some-college",0,0,46
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,50
"<=50K","Private","Some-college",0,0,40
">50K","Self-emp-inc","Bachelors",0,0,60
"<=50K","Private","HS-grad",0,0,10
"<=50K","Private","12th",0,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K","Private","7th-8th",0,0,40
">50K","Private","9th",0,0,50
">50K","Private","HS-grad",0,0,45
">50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,35
">50K",,"Some-college",6514,0,40
"<=50K",,"9th",0,0,25
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,50
">50K","Self-emp-not-inc","Some-college",0,0,35
"<=50K","Private","Bachelors",0,0,60
"<=50K","Private","12th",0,0,40
"<=50K","Local-gov","Some-college",0,0,15
"<=50K","Private","HS-grad",0,0,25
"<=50K","Private","Bachelors",0,0,40
"<=50K","State-gov","Masters",0,0,40
"<=50K","Private","11th",0,0,7
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",0,0,44
"<=50K","Private","9th",0,0,20
"<=50K","Private","HS-grad",3137,0,35
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","9th",0,0,40
"<=50K","Private","9th",0,0,40
"<=50K","Private","Bachelors",0,0,20
"<=50K","State-gov","Some-college",0,0,40
">50K","Private","HS-grad",7298,0,40
">50K",,"Some-college",0,0,20
"<=50K","Federal-gov","HS-grad",0,0,40
"<=50K","Self-emp-inc","HS-grad",0,0,36
"<=50K","Private","7th-8th",0,1651,40
"<=50K",,"Assoc-acdm",0,0,40
">50K","State-gov","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","12th",0,0,25
">50K","Self-emp-not-inc","Bachelors",0,0,50
"<=50K",,"Bachelors",0,0,4
"<=50K","Private","HS-grad",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","7th-8th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,55
"<=50K","Local-gov","Bachelors",0,0,57
"<=50K","Private","1st-4th",0,0,40
"<=50K","State-gov","HS-grad",0,0,38
"<=50K","Private","Some-college",0,0,28
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Self-emp-not-inc","7th-8th",0,0,40
"<=50K","Private","Assoc-voc",0,0,38
"<=50K","Private","11th",0,0,24
">50K","Local-gov","Bachelors",0,0,40
">50K","State-gov","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,50
"<=50K",,"Masters",0,0,50
"<=50K","Federal-gov","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,70
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","7th-8th",0,0,23
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-inc","HS-grad",0,0,48
"<=50K","Private","11th",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Local-gov","HS-grad",0,0,35
">50K","Local-gov","Masters",15831,0,72
"<=50K","Local-gov","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K",,"Some-college",0,0,29
"<=50K","Self-emp-not-inc","Doctorate",0,0,64
">50K","Private","Bachelors",0,0,45
"<=50K","Local-gov","Bachelors",0,0,43
">50K","Private","Bachelors",7298,0,40
"<=50K","Private","HS-grad",0,0,44
">50K","Private","Masters",0,0,40
"<=50K","Private","HS-grad",2907,0,40
"<=50K","Private","Some-college",0,0,43
"<=50K","Private","Some-college",0,0,40
">50K","Private","Masters",0,0,40
">50K","Private","Masters",0,0,45
"<=50K","Private","5th-6th",0,0,20
">50K","Local-gov","Masters",0,0,40
"<=50K","Private","HS-grad",0,0,25
">50K","Private","Assoc-acdm",5556,0,40
"<=50K","Self-emp-not-inc","10th",2635,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Local-gov","Bachelors",5178,0,40
"<=50K","Private","10th",0,0,38
">50K","Local-gov","Bachelors",0,0,40
"<=50K","Federal-gov","HS-grad",0,0,9
">50K","Local-gov","Masters",0,1902,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","Masters",0,0,35
"<=50K","State-gov","Some-college",0,0,40
"<=50K","Local-gov","Some-college",0,0,45
"<=50K","Local-gov","Assoc-acdm",0,0,40
