"age","education","marital-status","occupation","relationship","race","sex","native-country"
26,"HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
48,"Masters","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
57,"HS-grad","Divorced","Sales","Unmarried","White","Female","United-States"
36,"Assoc-voc","Separated","Exec-managerial","Not-in-family","White","Male","United-States"
27,"Bachelors","Never-married","Sales","Not-in-family","White","Female","United-States"
17,"11th","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
30,"5th-6th","Married-civ-spouse","Craft-repair","Husband","White","Male","Mexico"
37,"Assoc-voc","Married-civ-spouse","Adm-clerical","Wife","Black","Female","United-States"
31,"Bachelors","Never-married","Sales","Own-child","White","Female","United-States"
23,"Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
32,"10th","Never-married","Craft-repair","Other-relative","White","Male","United-States"
58,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
31,"HS-grad","Never-married","Other-service","Unmarried","White","Female","United-States"
44,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male","United-States"
39,"Bachelors","Divorced","Tech-support","Unmarried","Black","Female","United-States"
59,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
42,"Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
45,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
20,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
35,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
50,"Assoc-acdm","Married-civ-spouse","Tech-support","Husband","Black","Male","United-States"
56,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
48,"Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male","United-States"
58,"Masters","Widowed","Other-service","Not-in-family","White","Female","United-States"
32,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
23,"Some-college","Never-married","Sales","Own-child","White","Female","United-States"
48,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male","United-States"
33,"HS-grad","Divorced","Protective-serv","Not-in-family","White","Male","United-States"
48,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","Mexico"
55,"HS-grad","Widowed","Other-service","Not-in-family","White","Female","Italy"
40,"Assoc-voc","Never-married","Exec-managerial","Unmarried","Amer-Indian-Eskimo","Female","United-States"
50,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
52,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
19,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
55,"10th","Married-civ-spouse","Sales","Husband","White","Male","United-States"
36,"Prof-school","Married-civ-spouse","Sales","Husband","White","Male","United-States"
39,"Bachelors","Separated","Prof-specialty","Unmarried","Asian-Pac-Islander","Female","Philippines"
22,"Some-college","Never-married","Adm-clerical","Unmarried","White","Female","United-States"
44,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
34,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
33,"Some-college","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
55,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
35,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
50,"11th","Widowed","Machine-op-inspct","Not-in-family","White","Female","United-States"
43,"Some-college","Divorced","Adm-clerical","Unmarried","Black","Female","United-States"
29,"Assoc-voc","Never-married","Tech-support","Not-in-family","White","Male","United-States"
56,"Some-college","Married-civ-spouse","Transport-moving","Husband","Black","Male","United-States"
33,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
24,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
46,"Assoc-voc","Divorced","Sales","Unmarried","White","Female","United-States"
60,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
48,"Masters","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
65,"11th","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
29,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
42,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
44,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
73,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
21,"Some-college","Never-married","Tech-support","Not-in-family","White","Female","United-States"
32,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
43,"Masters","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
21,"HS-grad","Never-married","Craft-repair","Not-in-family","Black","Male","United-States"
30,"Some-college","Separated","Transport-moving","Not-in-family","White","Male","United-States"
54,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
19,"Some-college","Never-married","Other-service","Own-child","White","Female","United-States"
55,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
20,"Some-college","Never-married","Sales","Own-child","White","Female","United-States"
53,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","Greece"
51,"Masters","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
33,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
62,"Some-college","Widowed","Priv-house-serv","Unmarried","White","Female","United-States"
24,"HS-grad","Never-married","Other-service","Own-child","White","Male","United-States"
17,"9th","Never-married","Sales","Own-child","White","Female","United-States"
26,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
36,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
32,"10th","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
58,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
72,"HS-grad","Married-spouse-absent","Machine-op-inspct","Unmarried","White","Male",
26,"HS-grad","Divorced","Adm-clerical","Own-child","White","Female","United-States"
45,"HS-grad","Widowed",,"Unmarried","White","Female","United-States"
72,"Assoc-voc","Widowed",,"Not-in-family","White","Female","United-States"
60,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
27,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","Guatemala"
38,"Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
37,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
28,"Some-college","Never-married","Adm-clerical","Own-child","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
29,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
19,"HS-grad","Never-married","Other-service","Own-child","White","Female","United-States"
28,"Bachelors","Never-married","Handlers-cleaners","Other-relative","White","Male","United-States"
70,"Bachelors","Divorced",,"Not-in-family","White","Female","United-States"
40,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
26,"Assoc-voc","Divorced","Craft-repair","Own-child","White","Male","United-States"
43,"Assoc-acdm","Married-civ-spouse","Sales","Husband","Black","Male","United-States"
29,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
25,"Some-college","Married-civ-spouse","Protective-serv","Husband","Black","Male","United-States"
29,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","United-States"
60,"1st-4th","Divorced","Craft-repair","Not-in-family","Other","Male","Dominican-Republic"
31,"Bachelors","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
51,"7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
18,"Some-college","Never-married","Adm-clerical","Own-child","White","Female","United-States"
36,"Bachelors","Divorced","Tech-support","Unmarried","White","Male","United-States"
35,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male","Philippines"
48,"Bachelors","Divorced","Adm-clerical","Own-child","White","Male","United-States"
78,"7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
72,"Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
24,"Some-college","Never-married","Exec-managerial","Own-child","White","Male","United-States"
58,"11th","Married-civ-spouse",,"Husband","White","Male","United-States"
36,"11th","Never-married","Protective-serv","Not-in-family","Black","Male","United-States"
48,"Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
28,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
26,"Masters","Never-married","Other-service","Own-child","White","Female","United-States"
29,"Bachelors","Never-married","Sales","Not-in-family","White","Female","United-States"
47,"5th-6th","Married-civ-spouse","Other-service","Husband","Black","Male","Jamaica"
50,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female","United-States"
35,"5th-6th","Never-married","Craft-repair","Not-in-family","White","Male","Mexico"
17,"11th","Never-married","Transport-moving","Own-child","White","Male","United-States"
41,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
37,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
35,"HS-grad","Married-civ-spouse","Other-service","Husband","Amer-Indian-Eskimo","Male","United-States"
56,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male","Portugal"
23,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
33,"Assoc-acdm","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
79,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
28,"Bachelors","Never-married","Prof-specialty","Not-in-family","Black","Male","United-States"
55,"11th","Divorced","Sales","Own-child","White","Female","United-States"
59,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
22,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
19,"11th","Never-married","Sales","Own-child","Asian-Pac-Islander","Female","Philippines"
41,"5th-6th","Married-spouse-absent","Farming-fishing","Not-in-family","White","Male","Mexico"
32,"Assoc-voc","Married-civ-spouse","Adm-clerical","Husband","White","Male","Italy"
67,"7th-8th","Married-civ-spouse",,"Husband","White","Male","United-States"
45,"HS-grad","Divorced","Other-service","Unmarried","White","Female","United-States"
61,"5th-6th","Married-civ-spouse","Farming-fishing","Other-relative","White","Female","Mexico"
34,"Bachelors","Never-married","Sales","Not-in-family","White","Female","United-States"
43,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
35,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
65,"HS-grad","Divorced","Protective-serv","Not-in-family","White","Male","United-States"
24,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","England"
37,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
34,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
42,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
18,"7th-8th","Never-married","Other-service","Own-child","White","Female","United-States"
43,"Some-college","Widowed","Exec-managerial","Unmarried","Amer-Indian-Eskimo","Female","United-States"
31,"Some-college","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
19,"Some-college","Never-married","Sales","Own-child","White","Female","United-States"
40,"Some-college","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male","China"
32,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
47,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
32,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
46,"Doctorate","Separated","Prof-specialty","Not-in-family","White","Male","United-States"
40,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
36,"Bachelors","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
33,"Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male","United-States"
23,"5th-6th","Never-married","Transport-moving","Not-in-family","White","Male","United-States"
21,"10th","Separated","Machine-op-inspct","Own-child","White","Male","United-States"
40,"HS-grad","Married-civ-spouse","Other-service","Wife","Black","Female","United-States"
53,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
20,"Some-college","Never-married",,"Own-child","White","Male","United-States"
53,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
58,"9th","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male","United-States"
51,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
31,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
35,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
23,"11th","Never-married",,"Own-child","Amer-Indian-Eskimo","Male","United-States"
31,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
21,"Some-college","Never-married","Other-service","Unmarried","White","Female","United-States"
39,"Masters","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
36,"Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
51,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
18,"11th","Never-married","Other-service","Own-child","White","Male","United-States"
32,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Male","United-States"
56,"Bachelors","Divorced","Other-service","Not-in-family","White","Female","United-States"
35,"Assoc-acdm","Never-married","Protective-serv","Not-in-family","White","Male","United-States"
63,"12th","Widowed","Sales","Unmarried","White","Female","United-States"
61,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
23,"Some-college","Never-married","Other-service","Own-child","White","Male","United-States"
52,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
19,"HS-grad","Never-married","Sales","Not-in-family","White","Male","United-States"
33,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
35,"Bachelors","Married-civ-spouse","Sales","Husband","Black","Male","United-States"
35,"HS-grad","Divorced","Transport-moving","Not-in-family","White","Female","United-States"
38,"Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
23,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
22,"Assoc-voc","Divorced","Tech-support","Not-in-family","White","Male","United-States"
20,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
19,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
47,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","United-States"
59,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
38,"HS-grad","Never-married","Sales","Own-child","White","Female","United-States"
36,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
27,"5th-6th","Never-married","Other-service","Other-relative","White","Male","Mexico"
24,"Assoc-voc","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
35,"HS-grad","Never-married","Other-service","Own-child","Black","Female","Jamaica"
22,"Some-college","Never-married","Other-service","Other-relative","Black","Male","Haiti"
37,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
36,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
28,"HS-grad","Separated","Other-service","Not-in-family","White","Female","United-States"
55,"HS-grad","Married-civ-spouse","Sales","Wife","White","Female","United-States"
29,"5th-6th","Married-civ-spouse",,"Wife","White","Female","United-States"
32,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
66,"Some-college","Divorced",,"Other-relative","White","Female","United-States"
47,"Some-college","Married-spouse-absent","Craft-repair","Other-relative","White","Male","United-States"
23,"Bachelors","Never-married","Other-service","Not-in-family","White","Female","United-States"
50,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
40,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
51,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Female","United-States"
34,"HS-grad","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
28,"Bachelors","Never-married","Protective-serv","Not-in-family","White","Female","United-States"
52,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male","Germany"
39,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
43,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
36,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
25,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
42,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female","United-States"
35,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","Germany"
43,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
34,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
50,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
30,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
44,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
52,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
35,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male","United-States"
36,"Assoc-voc","Divorced","Prof-specialty","Not-in-family","White","Male","United-States"
30,"Bachelors","Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Female","Taiwan"
36,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
39,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
25,"1st-4th","Married-civ-spouse","Farming-fishing","Husband","White","Male","Mexico"
26,"Bachelors","Never-married","Tech-support","Not-in-family","White","Male","United-States"
20,"HS-grad","Never-married","Sales","Own-child","Black","Female","United-States"
20,"Some-college","Never-married","Protective-serv","Own-child","White","Male","United-States"
70,"5th-6th","Married-civ-spouse",,"Husband","White","Male","United-States"
26,"HS-grad","Never-married","Transport-moving","Own-child","White","Male","United-States"
24,"Some-college","Never-married","Adm-clerical","Not-in-family","Black","Female","United-States"
48,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
62,"HS-grad","Divorced","Priv-house-serv","Unmarried","Black","Female","United-States"
48,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
52,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
25,"Bachelors","Never-married","Sales","Not-in-family","White","Male","United-States"
58,"5th-6th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
40,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
29,"Some-college","Married-civ-spouse",,"Wife","White","Female","United-States"
45,"7th-8th","Married-civ-spouse","Exec-managerial","Husband","White","Male",
19,"Some-college","Never-married","Other-service","Other-relative","White","Female","United-States"
37,"11th","Never-married","Handlers-cleaners","Not-in-family","Black","Male","United-States"
23,"11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","Puerto-Rico"
31,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
64,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
28,"Some-college","Never-married","Adm-clerical","Own-child","White","Female","United-States"
32,"HS-grad","Never-married","Craft-repair","Own-child","White","Male","United-States"
49,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
35,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
19,"Some-college","Never-married",,"Own-child","White","Female","United-States"
45,"Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
39,"12th","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
55,"Some-college","Never-married","Adm-clerical","Not-in-family","Black","Female",
46,"Bachelors","Divorced","Other-service","Unmarried","Asian-Pac-Islander","Female","South"
19,"Some-college","Never-married","Adm-clerical","Own-child","White","Female","United-States"
29,"HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female","Scotland"
25,"HS-grad","Married-civ-spouse","Protective-serv","Own-child","White","Male","United-States"
37,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
30,"HS-grad","Never-married","Adm-clerical","Unmarried","White","Male","United-States"
28,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male","Philippines"
36,"Some-college","Separated","Adm-clerical","Unmarried","Black","Female","United-States"
32,"Some-college","Never-married","Exec-managerial","Unmarried","Black","Female","United-States"
34,"11th","Never-married","Machine-op-inspct","Not-in-family","White","Male","United-States"
34,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
20,"Some-college","Never-married","Sales","Own-child","White","Female","United-States"
27,"Masters","Never-married","Transport-moving","Own-child","White","Male","United-States"
36,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
35,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
37,"HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male","United-States"
32,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
32,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
52,"HS-grad","Divorced","Sales","Not-in-family","White","Female","United-States"
50,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
23,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
25,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
21,"Preschool","Never-married","Farming-fishing","Not-in-family","White","Male","Mexico"
31,"HS-grad","Divorced","Sales","Not-in-family","White","Female","United-States"
31,"Some-college","Married-civ-spouse","Other-service","Wife","White","Female","United-States"
41,"Assoc-voc","Separated","Other-service","Not-in-family","White","Male","United-States"
47,"Some-college","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
20,"Some-college","Never-married",,"Own-child","White","Female","United-States"
20,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
29,"10th","Divorced","Machine-op-inspct","Not-in-family","Black","Female","United-States"
51,"Some-college","Widowed","Adm-clerical","Not-in-family","White","Female","United-States"
30,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
23,"Some-college","Never-married",,"Not-in-family","White","Female","United-States"
48,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
39,"HS-grad","Separated","Exec-managerial","Not-in-family","White","Male","United-States"
62,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
22,"Bachelors","Never-married","Other-service","Not-in-family","White","Male","United-States"
46,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
51,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
20,"HS-grad","Never-married","Sales","Not-in-family","White","Female","United-States"
40,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male","United-States"
31,"Bachelors","Never-married","Tech-support","Not-in-family","White","Male","United-States"
30,"Some-college","Never-married","Craft-repair","Own-child","White","Male","United-States"
52,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
20,"HS-grad","Never-married","Prof-specialty","Other-relative","White","Female","United-States"
37,"Assoc-voc","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
65,"Bachelors","Widowed","Other-service","Not-in-family","White","Female","United-States"
40,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
60,"Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
27,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","Ireland"
62,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
53,"HS-grad","Divorced","Sales","Not-in-family","White","Female","United-States"
38,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
49,"Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
21,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male","United-States"
18,"Some-college","Never-married","Adm-clerical","Own-child","White","Male","United-States"
25,"Bachelors","Never-married","Prof-specialty","Other-relative","White","Male","United-States"
36,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
52,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
19,"Some-college","Never-married","Tech-support","Own-child","White","Male","United-States"
23,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
63,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
63,"Assoc-voc","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
62,"Bachelors","Divorced","Sales","Not-in-family","White","Male","United-States"
51,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male","United-States"
76,"Some-college","Widowed","Adm-clerical","Not-in-family","White","Female","United-States"
50,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
45,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
44,"Some-college","Divorced","Sales","Own-child","White","Male","United-States"
51,"7th-8th","Married-civ-spouse","Transport-moving","Husband","Black","Male","United-States"
42,"Bachelors","Never-married","Exec-managerial","Own-child","White","Male","United-States"
43,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
53,"11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
29,"Assoc-voc","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
41,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
44,"HS-grad","Divorced","Craft-repair","Unmarried","White","Male","United-States"
35,"10th","Widowed","Other-service","Not-in-family","Black","Female","United-States"
27,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
35,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
60,"Assoc-voc","Widowed","Craft-repair","Not-in-family","White","Female","United-States"
49,"Some-college","Divorced","Exec-managerial","Not-in-family","White","Male","United-States"
33,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
35,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
31,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
54,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
57,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
30,"9th","Never-married","Craft-repair","Own-child","White","Male","United-States"
45,"10th","Never-married","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male","Vietnam"
41,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
25,"Bachelors","Never-married","Other-service","Own-child","White","Male","United-States"
51,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
42,"5th-6th","Separated","Adm-clerical","Other-relative","White","Male","El-Salvador"
28,"Assoc-voc","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
47,"10th","Married-civ-spouse",,"Wife","White","Female","Cuba"
53,"Bachelors","Divorced","Tech-support","Not-in-family","Amer-Indian-Eskimo","Male","United-States"
31,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
46,"11th","Married-civ-spouse","Other-service","Husband","Black","Male","United-States"
25,"HS-grad","Never-married","Adm-clerical","Other-relative","White","Female","United-States"
47,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
26,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",
30,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
48,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
22,"Some-college","Never-married","Other-service","Own-child","Black","Male","United-States"
32,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
33,"Doctorate","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
